Restaurant Name,Location,City,Cuisines,Average Cost for Two,Currency,Has Table Booking,Has Online Delivery,Aggregate Rating,Rating Color,Rating Text,Votes,Restaurant Type,Address,Phone Number
"Perez, Smith And Davis", koramangala ,Bangalore,Italian,600.0,INR,Yes,Yes,3.9,Orange,Good,4539.0,Dessert Parlor,"55968 Sawyer Extension Apt. 738, South Michaelfort, WV 82891",001-652-837-7060x58296
Owens-Thompson, koramangala ,Bangalore,Chinese,500.0,INR,Yes,Yes,2.4,Red,Good,4917.0,Cafe,"431 Palmer Knolls Suite 246, Huntberg, NC 67209",428.593.2050
Jones-Gordon, hsr ,Bangalore,Unknown,300.0,INR,Yes,Yes,3.9,Yellow,Poor,4612.0,Casual Dining,"0939 Davis Common Apt. 743, East James, ME 64435",914.186.5120x060
Osborne-Lewis, whitefield ,Bangalore,Unknown,600.0,INR,No,Yes,4.6,Orange,Poor,3364.0,Casual Dining,"6807 Paula Dam Apt. 482, Samuelburgh, IA 02411",(810)676-8541x59282
Salazar-Chase, btm ,Bangalore,North Indian,600.0,INR,No,No,4.7,Yellow,Good,3309.0,Quick Bites,"039 Diana Plaza, Cooperfurt, TX 90862",587.976.2018x91875
Lloyd Ltd, hsr ,Bangalore,Italian,200.0,INR,No,No,4.2,Red,Excellent,8662.0,Cafe,"080 Dana Roads Apt. 891, Williamchester, NV 15181",806-337-8483
Walters Llc, jayanagar ,Bangalore,Italian,300.0,INR,No,No,3.8,Orange,Poor,6130.0,Cafe,"6916 Walters Mountain Apt. 817, Port Aliciaside, PA 50152",001-761-725-5250x42198
Long Group, btm ,Bangalore,Mexican,400.0,INR,No,Yes,3.9,Green,Average,5022.522421052631,Delivery,"18637 Molly Cape Apt. 130, Palmerbury, TX 81848",001-231-647-2341x0175
Cain-Garrett, whitefield ,Bangalore,Mexican,500.0,INR,No,No,3.0,Yellow,Good,8256.0,Dessert Parlor,"503 Johnson Island, Courtneymouth, WY 79563",603-195-1006x9199
"Martin, Miller And Yang", whitefield ,Bangalore,South Indian,400.0,INR,Yes,Yes,2.0,Orange,Poor,4076.0,Delivery,"358 Ryan Squares Suite 163, West Jasminefurt, AR 23841",+1-188-107-5805x8508
"Johnson, Lewis And Simpson", jayanagar ,Bangalore,Italian,700.0,INR,No,Yes,3.6,Orange,Poor,6921.0,Cafe,"2773 Farley Harbor Apt. 087, North Mark, MA 61873",401-529-2473
Peters-Clark, hsr ,Bangalore,Italian,400.0,INR,No,Yes,5.0,Orange,Good,5332.0,Quick Bites,"32238 William Ridge Suite 229, Wolfville, NE 23398",(326)947-7427x243
"Mcintyre, Ramos And Nichols", jayanagar ,Bangalore,Italian,300.0,INR,No,No,3.8,Yellow,Very Good,2542.0,Casual Dining,"Unit 8669 Box 4408, DPO AE 97473",7096402498
"Stewart, Anderson And Hardy", hsr ,Bangalore,South Indian,200.0,INR,No,No,4.0,Red,Average,5012.0,Quick Bites,"PSC 3170, Box 2741, APO AE 17249",283-978-8808
"Murphy, Freeman And Garcia", btm ,Bangalore,North Indian,700.0,INR,Yes,Yes,5.0,Red,Poor,5740.0,Dessert Parlor,"471 Nicole Field Apt. 536, Michellechester, OK 79164",893.774.5563x3836
Boyer-Howard, btm ,Bangalore,North Indian,500.0,INR,No,No,3.4,Green,Average,82.0,Dessert Parlor,"2138 Cohen Curve Suite 017, West Jasmine, DC 52850",001-200-427-0132x7992
Villarreal-Carrillo, whitefield ,Bangalore,Mexican,700.0,INR,No,No,5.0,Yellow,Good,263.0,Casual Dining,"58405 Hicks Plains, Josephmouth, AK 57873",217.797.0709x6631
Murphy Plc, whitefield ,Bangalore,South Indian,500.0,INR,No,No,3.7,Orange,Excellent,9894.0,Delivery,"941 Peters Lane Suite 666, Port Tammyborough, NY 95335",001-177-054-2654x7174
Brown And Sons, whitefield ,Bangalore,Unknown,448.9606039661864,INR,No,Yes,2.4,Yellow,Very Good,1984.0,Delivery,"14667 William Park Apt. 654, East Michael, MA 37076",396.326.5915
"Richardson, Kirk And Mcknight", whitefield ,Bangalore,Continental,600.0,INR,Yes,Yes,2.2,Red,Very Good,4008.0,Dessert Parlor,"49124 Christopher Port Apt. 920, North Kimberly, AK 58250",713.082.0333
Mcguire Inc, indiranagar ,Bangalore,Continental,300.0,INR,Yes,Yes,3.506421052631579,Orange,Good,9877.0,Cafe,"590 Alyssa Parks, Tuckerville, NY 94783",3817669783
"Carson, Villa And Rodriguez", btm ,Bangalore,South Indian,700.0,INR,No,No,3.506421052631579,Red,Excellent,3340.0,Delivery,"33801 Kristen Islands Suite 698, West Maria, MA 24786",001-110-635-8575
Thomas Plc, hsr ,Bangalore,South Indian,700.0,INR,Yes,No,3.0,Red,Poor,740.0,Cafe,"4265 Cindy Centers, North Pamelachester, NJ 20149",513-578-7239x787
Johnson-Morris, indiranagar ,Bangalore,South Indian,700.0,INR,No,Yes,2.5,Red,Good,9791.0,Delivery,"101 Katelyn Lodge Suite 129, North Nicoleland, IN 61865",236-872-3012
"Dalton, Vazquez And Walls", indiranagar ,Bangalore,Unknown,448.9606039661864,INR,No,Yes,3.506421052631579,Red,Good,7006.0,Delivery,"14679 Rebecca Rapids Apt. 189, Lake David, GA 03519",(546)011-8833x49364
Wilson Group, btm ,Bangalore,Italian,500.0,INR,No,Yes,4.1,Orange,Good,7885.0,Dessert Parlor,"610 Timothy Spurs, Benjaminshire, KS 24572",(689)110-5435x88616
Murphy Ltd, whitefield ,Bangalore,Italian,200.0,INR,No,No,2.8,Red,Very Good,8997.0,Quick Bites,"845 Zachary Ville, Stephaniebury, CA 01106",025.634.3229
"Walker, Thompson And Hall", indiranagar ,Bangalore,Continental,600.0,INR,No,No,4.2,Green,Poor,4295.0,Quick Bites,"120 Timothy Vista, East Danielmouth, GA 70452",7026074355
"Robinson, Wilson And Carpenter", hsr ,Bangalore,Continental,500.0,INR,Yes,No,3.1,Red,Poor,9707.0,Delivery,"USNV Hernandez, FPO AA 07008",(873)764-3743
"Lopez, Wallace And Mathews", koramangala ,Bangalore,South Indian,700.0,INR,No,Yes,3.3,Green,Good,5346.0,Cafe,"681 Jesse Garden Apt. 313, Hallberg, IA 94490",5807237813
Reynolds And Sons, indiranagar ,Bangalore,South Indian,400.0,INR,Yes,Yes,4.0,Orange,Good,8501.0,Delivery,"180 Casey Trail Suite 212, Mcdonaldport, VT 10195",-6217
Reyes Plc, jayanagar ,Bangalore,Mexican,300.0,INR,No,Yes,3.4,Red,Very Good,9922.0,Cafe,"21096 Mullins Mill Apt. 560, South Annettestad, MI 89854",(125)392-0467
Walker-Sanders, btm ,Bangalore,Italian,448.9606039661864,INR,Yes,No,4.8,Green,Good,7299.0,Delivery,"930 Mcdaniel Manor, Gomezbury, NC 39940",001-037-195-3386x3905
"Brown, Cox And Jackson", hsr ,Bangalore,North Indian,700.0,INR,No,Yes,2.0,Orange,Average,4268.0,Casual Dining,"80984 Gardner Hill Apt. 856, Michaelfort, KY 36731",(414)647-7296x5906
"Brown, Perry And Saunders", koramangala ,Bangalore,Mexican,600.0,INR,No,No,2.9,Yellow,Very Good,1929.0,Delivery,"PSC 7179, Box 5600, APO AE 03247",+1-134-266-8744x05058
Kramer Ltd, koramangala ,Bangalore,Mexican,400.0,INR,Yes,Yes,2.3,Orange,Excellent,8078.0,Quick Bites,"PSC 3760, Box 6210, APO AP 10128",001-454-523-5683x87906
Foster-Smith, hsr ,Bangalore,South Indian,400.0,INR,Yes,Yes,2.5,Orange,Poor,5604.0,Cafe,"97201 Morgan Ranch, Marissamouth, CT 48199",367.356.8530
Bowman And Sons, btm ,Bangalore,Italian,700.0,INR,Yes,No,4.2,Orange,Good,4001.0,Cafe,"42952 Carlos Causeway, Westville, MS 12225",(341)217-1650x9387
Cole Group, hsr ,Bangalore,North Indian,448.9606039661864,INR,No,Yes,2.5,Green,Good,4003.0,Dessert Parlor,"7502 Brown Viaduct Apt. 792, Woodwardberg, DE 21871",229-753-2014x3948
Campbell-Giles, btm ,Bangalore,Unknown,500.0,INR,Yes,No,3.3,Yellow,Very Good,8485.0,Delivery,"750 Clark Drives Suite 262, South Davidtown, ME 68903",354.146.9475
Thompson Ltd, hsr ,Bangalore,Chinese,300.0,INR,No,Yes,3.7,Yellow,Excellent,2278.0,Cafe,"44332 Lopez Streets, Lake Victor, MO 77512",+1-561-654-0672x298
Campos Ltd, btm ,Bangalore,Continental,400.0,INR,No,No,3.1,Red,Good,7438.0,Quick Bites,"PSC 6849, Box 4660, APO AE 66442",001-139-987-1522x55642
Sims Inc, btm ,Bangalore,Italian,700.0,INR,No,Yes,3.8,Orange,Excellent,5665.0,Casual Dining,"84989 Daniel Terrace, Port Jamesfort, TX 13812",+1-437-174-2982x25549
Wright And Sons, hsr ,Bangalore,South Indian,200.0,INR,No,Yes,3.3,Red,Average,2244.0,Cafe,"523 Roberts Hills Apt. 612, Ellisshire, MS 47509",(486)303-6692
King-Pope, whitefield ,Bangalore,Italian,300.0,INR,No,No,4.9,Red,Very Good,2766.0,Dessert Parlor,"87981 Jenny Ferry Suite 513, Johnburgh, ND 29032",(532)262-2021
Bernard-Wong, indiranagar ,Bangalore,North Indian,300.0,INR,Yes,Yes,3.506421052631579,Orange,Poor,6204.0,Casual Dining,"05048 Ashley Spring, Sandraton, ID 29420",(528)705-7360x5789
Alvarez Inc, koramangala ,Bangalore,Chinese,300.0,INR,Yes,Yes,4.5,Red,Poor,3342.0,Casual Dining,"Unit 9887 Box 3159, DPO AA 05733",(656)419-6714
Wright Inc, btm ,Bangalore,Chinese,200.0,INR,No,Yes,2.3,Green,Excellent,4785.0,Casual Dining,"08922 Smith Islands, West Shannon, PA 03139",001-360-966-4171x047
"Campos, Dixon And Green", jayanagar ,Bangalore,Continental,400.0,INR,No,Yes,3.3,Yellow,Excellent,9268.0,Dessert Parlor,"8259 Debra Harbors, West Taylorton, MI 17520",433.320.1563x1854
Rice-Hamilton, whitefield ,Bangalore,Mexican,300.0,INR,Yes,No,4.8,Green,Poor,7613.0,Dessert Parlor,"Unit 1416 Box 2447, DPO AE 11331",001-893-211-3139x04507
Howard Llc, indiranagar ,Bangalore,Chinese,700.0,INR,Yes,No,4.1,Orange,Good,1026.0,Cafe,"902 Reed Mission, Nortonville, AR 26676",+1-685-327-8586x672
"Brown, Richardson And Watson", indiranagar ,Bangalore,Mexican,300.0,INR,Yes,Yes,3.7,Yellow,Excellent,755.0,Quick Bites,"2926 Murphy Throughway, Port Christopherburgh, CO 38249",+1-073-767-9521x34519
Fernandez-Cole, koramangala ,Bangalore,Mexican,600.0,INR,Yes,No,3.4,Yellow,Excellent,7788.0,Cafe,"5444 Morton Station, New Davidstad, GA 92133",+1-768-168-5522x078
Snow Llc, jayanagar ,Bangalore,Continental,300.0,INR,Yes,No,2.8,Red,Average,4124.0,Delivery,"357 Nelson Square, West Amandaland, FL 50063",+1-610-927-8139x83580
"Collins, Wood And Watson", hsr ,Bangalore,North Indian,448.9606039661864,INR,No,Yes,3.506421052631579,Orange,Very Good,5997.0,Delivery,"50641 Kyle Heights, New Perrychester, AK 13476",(072)477-9006
Ward-Hall, jayanagar ,Bangalore,Continental,300.0,INR,Yes,Yes,4.7,Yellow,Poor,8167.0,Delivery,"109 Martin Camp, East Jay, MN 33862",126.708.9473x0783
Morton-Mason, whitefield ,Bangalore,Italian,400.0,INR,No,No,3.8,Red,Very Good,5022.522421052631,Cafe,"74907 Perkins Junction Suite 616, Stephanieshire, PA 45628",+1-131-194-6387x9989
Kim-Harvey, indiranagar ,Bangalore,North Indian,300.0,INR,No,No,2.2,Green,Excellent,9924.0,Cafe,"90260 Robinson Fords, Adamchester, UT 91169",328-283-4490x864
Hunter-Andrews, whitefield ,Bangalore,Continental,600.0,INR,Yes,No,2.8,Orange,Good,4639.0,Delivery,"1587 Baldwin Hill Suite 757, New Steven, IN 28099",+1-632-649-2826x18280
"Harvey, Sheppard And Oliver", hsr ,Bangalore,Mexican,600.0,INR,No,No,2.7,Red,Good,4037.0,Delivery,"267 Lindsey Springs, Port Brandon, IL 87655",854.662.8396x9203
Ross Inc, koramangala ,Bangalore,Chinese,400.0,INR,No,No,2.0,Red,Average,4953.0,Cafe,"927 Henderson Forges Suite 317, New Jameshaven, AR 91327",831-024-5333x83851
"Martin, Stevens And Wilson", koramangala ,Bangalore,South Indian,600.0,INR,Yes,No,4.4,Green,Poor,75.0,Cafe,"2747 Jesus Lock, Michellefort, WA 53954",4884512291
Mitchell Inc, whitefield ,Bangalore,North Indian,700.0,INR,No,No,5.0,Green,Average,5011.0,Dessert Parlor,"8705 Martin Lake, Johnsonburgh, WV 54827",(287)093-7983
"Gentry, Jones And Rice", whitefield ,Bangalore,Chinese,400.0,INR,Yes,No,2.6,Yellow,Excellent,6886.0,Cafe,"PSC 3808, Box 6288, APO AP 04941",659-431-8976x2453
"Proctor, Heath And Gillespie", koramangala ,Bangalore,Unknown,448.9606039661864,INR,No,Yes,3.506421052631579,Yellow,Poor,5022.522421052631,Casual Dining,"139 Michelle Pines, New Nicole, AR 56985",+1-826-601-0764x632
Johnson-Barnes, hsr ,Bangalore,South Indian,700.0,INR,No,Yes,2.0,Red,Average,2394.0,Cafe,"148 Derek Wells, Lauraville, NV 71306",633.718.0727x09233
"Hardy, Williams And Winters", koramangala ,Bangalore,Italian,400.0,INR,No,No,4.7,Yellow,Good,230.0,Dessert Parlor,"8945 Edwards Curve Apt. 722, Mackenziefurt, GA 34504",001-605-085-2036x249
Robinson Llc, koramangala ,Bangalore,Continental,200.0,INR,No,Yes,3.8,Red,Poor,1199.0,Dessert Parlor,"66573 Jessica Hollow Suite 570, North Josephstad, HI 35098",+1-117-149-8535x77864
"Martin, Espinoza And Davis", hsr ,Bangalore,North Indian,448.9606039661864,INR,No,Yes,2.2,Orange,Average,1268.0,Casual Dining,"98637 Ware Mission Apt. 321, South Mark, KY 25103",489.160.1953x551
Gentry-Kelly, btm ,Bangalore,Italian,448.9606039661864,INR,Yes,Yes,2.9,Green,Poor,242.0,Quick Bites,"3131 Cherry Bridge Suite 968, South Alanton, WI 84520",001-217-107-0911x7096
"Vang, Villegas And Carrillo", hsr ,Bangalore,Chinese,448.9606039661864,INR,No,Yes,3.0,Orange,Poor,1458.0,Casual Dining,"18953 Choi Lights Apt. 438, Port Davidport, FL 68587",612-837-5091
"Adams, Fisher And Davis", whitefield ,Bangalore,Italian,200.0,INR,Yes,No,2.6,Yellow,Good,4740.0,Delivery,"2430 Amber Vista Suite 973, Harrisonport, MT 17125",+1-221-302-5797x84270
Mccoy-Johnson, hsr ,Bangalore,Italian,700.0,INR,No,Yes,2.5,Yellow,Average,9323.0,Delivery,"56980 James Field Apt. 015, Ellisburgh, MO 04889",001-844-504-6153x0298
Cardenas-Kidd, jayanagar ,Bangalore,Unknown,300.0,INR,No,Yes,3.9,Orange,Average,7274.0,Delivery,"206 Alexandria Park, New Kevinborough, NE 12963",659-915-8702x502
"Bell, Higgins And Smith", btm ,Bangalore,Chinese,400.0,INR,Yes,Yes,5.0,Red,Excellent,9343.0,Casual Dining,"2750 Patrick Meadow, New Virginia, MO 90585",607-411-8179
Thomas Ltd, btm ,Bangalore,Mexican,448.9606039661864,INR,No,Yes,2.1,Green,Average,4814.0,Delivery,"8879 Deanna Vista, East Thomasside, IL 57812",-7729
Giles-Holland, hsr ,Bangalore,Italian,600.0,INR,Yes,No,3.9,Orange,Good,2863.0,Dessert Parlor,"44970 Anthony Alley, Nicholasside, DE 98716",(994)334-7939x50482
Olsen-Norris, whitefield ,Bangalore,Italian,500.0,INR,No,Yes,3.506421052631579,Orange,Very Good,8555.0,Casual Dining,"886 Shah Points, East Nancyborough, SC 68332",(681)698-5222x040
Brown Group, jayanagar ,Bangalore,Continental,400.0,INR,No,No,2.0,Green,Very Good,5367.0,Cafe,"6559 Kristen Cape Suite 822, Chloeland, MD 97342",7801174786
Harvey-Christensen, jayanagar ,Bangalore,Italian,200.0,INR,Yes,No,2.9,Orange,Poor,4204.0,Dessert Parlor,"90551 Briggs Dam, South Michelemouth, OH 62180",001-847-894-7663x2431
Cooper-Hayes, koramangala ,Bangalore,Mexican,700.0,INR,No,Yes,4.7,Orange,Good,6272.0,Dessert Parlor,"924 Lauren Views Suite 885, Moralesfurt, GA 74207",963-321-7021
"Johnson, Robinson And Vasquez", indiranagar ,Bangalore,North Indian,400.0,INR,No,Yes,4.9,Orange,Very Good,7406.0,Delivery,"30549 Michelle Crossroad, Blairside, NE 97172",(254)149-4503x39256
Johnson-Estrada, whitefield ,Bangalore,Italian,200.0,INR,Yes,No,4.8,Orange,Average,69.0,Casual Dining,"92798 Burns Inlet, West Maxchester, NC 41721",444.147.5051
"Campbell, Lee And Knox", btm ,Bangalore,Mexican,500.0,INR,Yes,No,3.2,Green,Poor,4819.0,Dessert Parlor,"0949 Jamie Locks Suite 933, Port Suzannefort, WI 56162",+1-499-184-4723x1440
Johnson Llc, indiranagar ,Bangalore,North Indian,200.0,INR,No,Yes,2.0,Orange,Good,4199.0,Quick Bites,"93116 Robinson Road, Harperborough, OR 51127",892-939-6178
Johnson-Hopkins, indiranagar ,Bangalore,Mexican,400.0,INR,Yes,Yes,3.3,Yellow,Average,7507.0,Dessert Parlor,"968 Hailey Flat, Mayerburgh, CA 60420",574-663-4304x858
Turner-Ochoa, indiranagar ,Bangalore,Mexican,700.0,INR,Yes,Yes,4.2,Orange,Good,2352.0,Cafe,"782 Campbell Estate Suite 900, West Timothychester, GA 75367",372.384.8122
Gordon-Thornton, koramangala ,Bangalore,South Indian,300.0,INR,No,No,2.7,Green,Very Good,212.0,Dessert Parlor,"3682 Kelley Rapids, Gordonborough, MS 24035",001-387-036-9308
Andersen-Dodson, indiranagar ,Bangalore,Italian,600.0,INR,No,No,2.2,Red,Excellent,1574.0,Delivery,"PSC 6300, Box 7084, APO AP 31045",138-980-8280x20852
"Walter, Colon And Gordon", whitefield ,Bangalore,Chinese,500.0,INR,No,Yes,2.2,Orange,Very Good,5022.522421052631,Quick Bites,"049 Cheryl Run, North Zacharymouth, OK 58337",2062807680
Bass-Collier, whitefield ,Bangalore,Italian,400.0,INR,Yes,Yes,2.9,Green,Average,399.0,Quick Bites,"918 White Path, Davilafort, IA 26433",384.925.3845x144
Wong-Blair, jayanagar ,Bangalore,Mexican,500.0,INR,No,No,2.3,Green,Very Good,236.0,Quick Bites,"0749 Maria Flat, East Brendaland, CT 46950",783.784.8636x239
Yoder-Carter, hsr ,Bangalore,South Indian,600.0,INR,No,Yes,4.6,Orange,Poor,7342.0,Delivery,"23025 Karen Prairie Apt. 470, South Cassandrafort, WY 94420",887-670-9998x8978
Gibson Group, whitefield ,Bangalore,Chinese,300.0,INR,No,Yes,2.8,Yellow,Excellent,4088.0,Cafe,"25470 Adams Road Apt. 383, New Patrickfort, VT 76952",461-005-5520x07983
Hardy-Roberts, hsr ,Bangalore,Chinese,400.0,INR,No,Yes,3.0,Green,Very Good,1484.0,Dessert Parlor,"PSC 6731, Box 0676, APO AP 96566",001-451-116-5515
"Lawson, Doyle And Calderon", koramangala ,Bangalore,Unknown,200.0,INR,Yes,No,4.0,Red,Excellent,1029.0,Quick Bites,"636 Gomez Ports Apt. 857, South Patricia, NY 21861",320.743.3517
Wilson And Sons, whitefield ,Bangalore,South Indian,600.0,INR,Yes,No,4.8,Red,Good,3049.0,Delivery,"49993 Turner Flats, Erinside, AK 08918",703-117-0119
"Hughes, Rocha And Johnson", indiranagar ,Bangalore,North Indian,300.0,INR,No,No,2.4,Orange,Good,2636.0,Quick Bites,"Unit 6830 Box 1923, DPO AP 43941",198-342-2948
Singh Inc, hsr ,Bangalore,South Indian,500.0,INR,No,Yes,2.9,Red,Good,4218.0,Dessert Parlor,"75324 Conway Valleys, West Anthonyberg, PA 23116",077.840.1842x3953
"Young, Johnson And Powell", indiranagar ,Bangalore,Italian,600.0,INR,No,Yes,3.8,Red,Good,4016.0,Quick Bites,"518 Melinda Avenue, South Amandamouth, CA 97891",619-905-5785
Nicholson Ltd, whitefield ,Bangalore,Mexican,500.0,INR,Yes,No,3.9,Yellow,Poor,5806.0,Cafe,"492 Gregory Burgs Suite 872, Miguelfurt, SC 19973",(246)634-7608x26924
"Kidd, Taylor And Harrison", btm ,Bangalore,Mexican,300.0,INR,No,No,2.6,Orange,Poor,8895.0,Delivery,"03685 Mccarty Mountain Apt. 341, West Ashleyburgh, VT 98281",123-823-9100
"Adams, Woods And Andrews", jayanagar ,Bangalore,Chinese,300.0,INR,No,No,3.2,Red,Very Good,2528.0,Quick Bites,"0251 Alicia Keys, Lake Justin, SC 80533",485-654-6325x33894
Graham Inc, btm ,Bangalore,Continental,400.0,INR,Yes,Yes,3.9,Green,Good,2728.0,Delivery,"1518 Anderson Burg, Fleminghaven, PA 73312",(129)363-0269x85527
Roberts-Stone, btm ,Bangalore,North Indian,700.0,INR,No,Yes,4.4,Yellow,Average,3334.0,Quick Bites,"Unit 8484 Box 6385, DPO AE 40407",791.788.4110x335
Avila-Morales, indiranagar ,Bangalore,Chinese,700.0,INR,No,No,4.3,Green,Very Good,246.0,Casual Dining,"2895 Shaw Locks, Philliptown, NV 64568",001-284-835-2452
Miller-Curry, indiranagar ,Bangalore,North Indian,700.0,INR,Yes,Yes,4.1,Green,Good,6619.0,Delivery,"407 Anne Lakes, West Anthonychester, UT 60598",(696)145-2908
Dominguez-Chambers, jayanagar ,Bangalore,Italian,448.9606039661864,INR,No,Yes,2.2,Yellow,Poor,5480.0,Delivery,"514 Jennifer Gardens Apt. 996, East Christopher, OH 51679",842.348.3680x0802
Robbins-Aguirre, jayanagar ,Bangalore,South Indian,200.0,INR,No,No,4.3,Yellow,Good,7195.0,Dessert Parlor,"USNS Jackson, FPO AE 27813",620-306-4703
Payne-Turner, koramangala ,Bangalore,Italian,700.0,INR,No,No,4.3,Green,Excellent,2647.0,Quick Bites,"1773 Brown Fort, Jackbury, AL 05721",(262)421-7707
Myers And Sons, whitefield ,Bangalore,Chinese,400.0,INR,Yes,Yes,4.0,Yellow,Poor,4194.0,Quick Bites,"147 Brittany Hills Apt. 908, Perezhaven, KY 65476",(946)125-8038
Harper And Sons, jayanagar ,Bangalore,North Indian,300.0,INR,Yes,Yes,5.0,Orange,Good,8478.0,Casual Dining,"068 Lisa Station Apt. 274, North Christine, ID 33241",784-309-6674
Manning-Schneider, whitefield ,Bangalore,Chinese,500.0,INR,Yes,Yes,2.4,Yellow,Poor,3764.0,Delivery,"33187 Warner Islands, East Jon, ME 62434",(062)504-0757x476
"Leach, Mcguire And Hunt", indiranagar ,Bangalore,Mexican,500.0,INR,Yes,No,3.7,Red,Very Good,3556.0,Delivery,"78924 Porter Village Apt. 739, East Benjaminmouth, OK 50193",(182)832-2388x26302
Barajas Ltd, hsr ,Bangalore,Mexican,600.0,INR,No,No,3.5,Green,Average,4123.0,Quick Bites,"354 Daniel Loaf, Craigtown, NC 43466",762.189.1232x211
"Smith, Curtis And Fisher", btm ,Bangalore,Italian,400.0,INR,Yes,Yes,4.6,Orange,Average,1842.0,Delivery,"13615 Gardner Branch Apt. 798, New Nancyhaven, MI 51419",536.684.1797x0869
Ellis Llc, jayanagar ,Bangalore,Chinese,448.9606039661864,INR,No,No,4.2,Orange,Poor,6668.0,Cafe,"602 Melissa Springs, Phillipshaven, OR 02292",001-657-838-0756x86817
Santos Group, koramangala ,Bangalore,Italian,400.0,INR,No,No,4.5,Orange,Good,7166.0,Delivery,"805 Jessica Oval Apt. 962, Trevorshire, GA 26404",001-129-934-7563
Richards Group, whitefield ,Bangalore,Mexican,500.0,INR,Yes,Yes,2.6,Orange,Excellent,4124.0,Dessert Parlor,"38922 Delacruz Drive, Amandaton, WA 38193",(340)976-6034x381
Richardson-Whitaker, jayanagar ,Bangalore,Continental,300.0,INR,No,Yes,5.0,Yellow,Good,9503.0,Delivery,"27186 Howell Run Apt. 079, Pierceside, NE 72652",+1-123-185-7620x23406
Reynolds Inc, whitefield ,Bangalore,Continental,600.0,INR,No,No,5.0,Red,Poor,8550.0,Cafe,"771 Rebecca Stravenue, Josephside, ID 05556",(509)835-0364x1909
Lawrence-Harris, hsr ,Bangalore,Continental,700.0,INR,No,Yes,4.3,Yellow,Very Good,9927.0,Cafe,"USNV Mccoy, FPO AA 36030",(423)046-6326
Martinez Inc, hsr ,Bangalore,Chinese,600.0,INR,Yes,No,3.2,Yellow,Average,6486.0,Delivery,"833 Santana Curve Suite 557, Port Thomasview, MO 65326",8403274161
Parsons And Sons, jayanagar ,Bangalore,Continental,200.0,INR,No,No,3.6,Orange,Good,2999.0,Delivery,"80810 Suzanne Walk, Alejandrashire, IL 22641",(274)653-5734x147
Shepherd Plc, hsr ,Bangalore,Mexican,300.0,INR,No,No,2.4,Red,Poor,602.0,Casual Dining,"1647 Samuel Row, North Kelly, MI 92058",+1-300-631-1415x109
Mcdaniel Plc, btm ,Bangalore,South Indian,500.0,INR,No,Yes,3.3,Red,Very Good,7620.0,Delivery,"0096 Griffith Island, West Cassandra, CA 32891",(662)990-7817
"Hayes, Villarreal And Francis", hsr ,Bangalore,Continental,300.0,INR,Yes,No,2.4,Orange,Excellent,6125.0,Quick Bites,"3269 Robert Mount, East Stephenbury, MS 50199",513.297.1145
Smith-Barnes, indiranagar ,Bangalore,Mexican,200.0,INR,No,No,4.2,Yellow,Very Good,7173.0,Cafe,"823 Deborah Forest, Carriehaven, TX 39078",(463)655-1368x0386
White-Nixon, btm ,Bangalore,North Indian,200.0,INR,Yes,Yes,4.1,Red,Excellent,2930.0,Delivery,"30614 Turner Street, North Shaunchester, SC 63329",177-786-2317x6915
